id,status_group
64585,non functional
29705,non functional
21293,functional
68451,functional
37285,functional
68319,functional
62105,functional
38365,non functional
37749,functional
38465,functional
35650,functional
3211,non functional
14088,functional needs repair
22595,non functional
36533,non functional
60856,functional needs repair
41821,functional needs repair
48149,functional
1249,non functional
69999,functional
21494,non functional
15030,functional
20896,non functional
41662,functional
62991,non functional
11784,functional
52878,functional
1966,functional
58936,functional
41534,functional
64478,non functional
68373,functional
70602,functional
52331,functional
71389,non functional
10368,functional
38215,non functional
70640,functional
46507,functional
71126,non functional
36469,non functional
40182,functional
70241,non functional
29809,functional
48041,functional
5801,non functional
12649,non functional
16049,functional
47779,non functional
17101,functional
23053,non functional
32888,functional
1758,non functional
73487,non functional
3948,functional
37831,functional needs repair
42514,functional
57872,non functional
68435,non functional
13933,functional
51408,functional
22225,non functional
33709,functional
35820,non functional
21338,functional
9541,functional
47110,non functional
45304,functional
51537,non functional
3337,functional
33740,functional
63509,non functional
62121,functional needs repair
69775,functional
15503,functional
52308,functional
50740,functional
14527,functional
17085,functional
424,non functional
15050,functional
3939,functional
337,functional
327,non functional
11497,non functional
55496,non functional
26015,functional
66517,non functional
46079,functional
64847,non functional
63445,non functional
40550,functional
46773,non functional
49463,non functional
30538,non functional
47008,functional
26533,functional
52239,non functional
66411,non functional
2333,functional
64845,non functional
59819,functional
52017,functional
2342,functional
55998,functional
19382,functional
62527,functional
23380,functional
4409,functional
12668,functional
21025,non functional
27475,non functional
15154,non functional
72956,functional
31973,non functional
1550,non functional
73872,functional
50912,functional
74003,functional
16023,non functional
59164,non functional
67785,non functional
57750,functional
19656,non functional
5037,functional
59055,functional
11263,non functional
38571,functional
60149,functional
59078,functional
16510,non functional
61237,functional
51815,functional
72335,non functional
73415,functional
53185,non functional
50352,functional
61170,non functional
58954,non functional
19841,functional
40782,functional
74176,functional
37567,functional
65756,non functional
70443,non functional
21011,functional
53396,non functional
51409,non functional
18629,functional
37738,non functional
36597,non functional
40354,non functional
51561,non functional
11463,non functional
31402,functional
58929,functional
71630,functional
18089,functional
18059,non functional
43182,functional
70460,non functional
23694,functional
32872,functional
46222,functional needs repair
69720,non functional
23768,functional
40737,functional
65757,functional
72792,non functional
18022,functional
28582,functional
37321,non functional
51304,functional
53662,functional
73560,functional
9012,functional
58170,non functional
17766,non functional
2120,non functional
6983,non functional
22666,non functional
58802,functional
50584,functional
37241,functional
50514,functional
37282,non functional
71834,functional
56451,functional
43959,non functional
69116,functional
48407,non functional
24079,functional
42181,functional
43504,non functional
20839,functional
5253,non functional
68648,functional
31225,functional
18668,non functional
29888,functional
72302,non functional
42272,functional
66962,functional
11906,non functional
24259,non functional
8608,functional
52043,functional
29872,functional
30018,functional
72751,functional
52542,non functional
58597,functional
54873,functional
19672,functional
56220,non functional
7220,functional
45658,functional needs repair
34810,functional
50418,functional
23423,functional
61816,non functional
55499,non functional
11407,non functional
2395,functional
56145,functional
12982,functional
29305,non functional
39125,functional
13477,non functional
39445,functional needs repair
54839,functional
70692,non functional
46327,non functional
25776,non functional
16370,functional
38217,functional
3258,non functional
64234,non functional
14081,functional
7223,non functional
14591,non functional
43360,functional
68312,non functional
19949,non functional
694,functional needs repair
65807,functional
31817,functional
28044,functional
8421,functional
44910,functional
51754,functional needs repair
48421,functional
31933,functional
26717,functional
56861,functional
71141,functional
58245,non functional
71154,functional
72859,functional
57165,functional
56653,non functional
34598,functional
66635,functional
26283,non functional
61425,functional
35798,functional
58654,non functional
14065,non functional
28054,functional
54462,non functional
26783,functional
69395,functional
8692,functional
32045,non functional
43597,non functional
46038,non functional
57816,non functional
17284,functional
5720,functional
19480,non functional
51542,functional needs repair
54941,functional
52055,non functional
17527,functional
59444,functional
40202,non functional
45267,functional needs repair
47599,functional
61367,non functional
22091,functional
71139,functional
25057,functional
69700,functional needs repair
57104,non functional
28664,functional
62784,non functional
20246,non functional
23368,non functional
49825,functional
10242,non functional
8340,functional
62707,functional
58413,functional
28885,non functional
52943,functional needs repair
37425,non functional
27570,functional
43259,non functional
45599,non functional
5552,non functional
17461,functional
7184,non functional
56749,non functional
5551,non functional
4331,functional
46248,functional
68594,functional
64550,functional
10906,functional needs repair
28722,functional
20584,functional
34983,functional
27732,functional needs repair
4089,functional
5929,functional
25798,functional
21947,non functional
38353,functional
12114,functional
71068,functional
54764,non functional
13724,functional
45706,non functional
71640,functional
67719,non functional
55878,functional
67217,functional
48726,functional
68281,functional
69693,functional needs repair
27245,non functional
46601,functional
41857,functional
17226,non functional
36864,functional
23893,functional
55008,functional
43282,non functional
16666,non functional
73406,non functional
68309,non functional
72633,functional
33867,functional
47656,functional
24388,functional
3458,non functional
19505,non functional
55443,functional
56766,functional
24919,functional
63791,functional
60295,functional
60336,non functional
45153,functional
11950,functional
8286,functional
13560,functional
23226,functional
57192,non functional
5711,non functional
62977,functional
9253,non functional
45106,functional
15284,non functional
17294,functional
54469,non functional
3519,functional
11777,non functional
25884,functional
23912,non functional
24595,functional
67298,functional needs repair
22824,non functional
2613,functional
68388,functional
13951,non functional
32037,functional
58383,functional needs repair
2554,functional
8476,functional
27955,functional
48964,functional
62383,non functional
13312,functional
17529,functional
59246,non functional
11248,functional
18611,functional
60785,functional
62319,functional
68692,functional
8300,non functional
9702,functional
38190,functional
16890,non functional
69057,non functional
4846,functional
20360,functional
67062,functional needs repair
59950,non functional
33866,non functional
9690,non functional
69330,functional
47990,non functional
41925,functional needs repair
30181,functional
37909,functional
63190,functional
35338,functional
49997,non functional
50929,functional
16063,functional
23630,functional
53734,functional
48583,functional
64732,functional
8199,functional
39235,functional
39984,functional
36948,functional
46821,functional
29953,functional
41512,functional
34141,functional
276,non functional
57905,functional
37792,non functional
27326,functional
14175,functional
17298,non functional
22274,functional
35924,functional
19287,non functional
17722,non functional
4287,functional
20131,functional
36938,functional
49429,functional
54379,functional
11695,non functional
24133,functional
23406,functional
2004,functional
72910,functional
36487,functional
3097,non functional
55350,functional
73718,non functional
72679,functional
34960,functional
62868,functional
36819,functional
9846,functional needs repair
46996,functional
32680,functional
29433,functional
10519,functional
2222,functional
67539,non functional
22662,non functional
42860,functional
70165,non functional
71325,non functional
795,functional
17221,non functional
29938,functional needs repair
52935,functional needs repair
19742,functional
24866,functional
53108,functional
818,functional
15938,non functional
57965,functional
27295,functional
33774,functional
47795,functional
14456,non functional
12508,functional
66969,functional needs repair
45441,functional
54056,functional
9735,functional
34954,non functional
10000,non functional
9946,non functional
40100,non functional
65160,non functional
56242,non functional
48204,functional
47607,functional needs repair
43590,functional
47500,functional
2292,functional
24993,non functional
35834,functional
32030,functional
6021,functional
57272,functional
67638,functional
66164,non functional
44729,non functional
10341,non functional
68073,non functional
56038,functional
44966,functional
586,functional
65458,functional
61818,functional
12696,functional
41555,functional
35944,functional
28224,non functional
55302,non functional
53527,functional
61496,non functional
6940,functional
51831,non functional
69805,functional
58688,non functional
57137,functional
8673,functional
67144,functional
16662,functional
34359,functional
32773,functional
2967,non functional
167,functional
48349,non functional
68199,functional
48260,non functional
13674,functional needs repair
5064,functional
14383,functional
56874,non functional
26373,functional
44198,functional
29227,functional
51594,non functional
27926,functional
26213,functional
12064,functional
48038,non functional
38069,non functional
59853,functional
6261,non functional
70304,non functional
249,functional
32826,functional
9319,functional
8264,non functional
21286,functional
56054,functional
65183,functional needs repair
23536,non functional
61318,non functional
65905,functional
6800,functional
21488,non functional
64383,non functional
34567,functional
13144,non functional
1147,non functional
40921,functional
30691,functional needs repair
55827,functional
64372,non functional
56886,functional
6065,functional
49251,functional
66980,functional
18612,functional needs repair
74150,functional
54098,functional
17059,functional
65375,functional
28228,functional
9429,non functional
57033,non functional
50649,functional
62583,non functional
37880,functional
27316,functional
24467,non functional
4020,functional
12226,functional
46689,functional
47291,non functional
71787,functional
66386,non functional
65172,non functional
69300,non functional
30025,non functional
3796,non functional
10118,functional
73696,functional
11098,functional
47476,functional
25971,functional
47188,functional
35907,functional
15594,functional
45827,functional
20231,functional
54135,non functional
40518,non functional
41716,non functional
52727,non functional
10127,functional
51761,functional
66864,functional
16637,functional
18881,functional
9928,non functional
43425,functional
27001,functional
3118,non functional
8963,functional
32454,functional
47425,functional
33592,non functional
15611,functional
18375,functional
23860,non functional
67937,non functional
34388,non functional
62910,functional
67044,functional
54498,functional needs repair
2317,functional
69042,functional
45809,non functional
49591,functional
65621,non functional
5613,functional
34458,functional
33512,non functional
5344,functional
61850,non functional
41675,functional
3406,functional
51725,non functional
57552,functional
6698,functional
45720,functional
48696,functional needs repair
46695,functional
32983,functional
19026,functional
471,functional
34208,functional
34548,non functional
59558,non functional
71883,functional needs repair
19160,functional
5561,functional
55329,non functional
28739,non functional
69241,functional needs repair
34369,functional
10171,non functional
51579,functional
28676,functional
67796,non functional
35102,non functional
9953,functional
39143,functional
20793,functional
67145,functional
65467,non functional
11077,non functional
52318,functional
64208,functional
24082,functional needs repair
46086,functional
30914,non functional
11277,non functional
6762,non functional
6695,functional
62211,non functional
36127,functional
20705,non functional
6443,functional
31476,functional
37037,functional
8793,functional
25285,functional
10095,functional
15695,functional
23002,functional
61646,non functional
34823,functional
13077,non functional
47132,functional
61487,functional
28917,non functional
48000,functional
29070,functional
5423,non functional
45740,non functional
66785,functional
71497,functional
49618,functional
12258,functional
26164,functional
14634,functional
373,non functional
57000,functional
38589,functional
36984,functional needs repair
26526,non functional
40838,functional
61397,functional needs repair
50706,functional
24378,functional
24891,functional needs repair
52116,functional
30253,non functional
57454,functional
66407,non functional
366,non functional
36290,functional
61860,functional
71816,functional
63550,non functional
25843,functional
49594,non functional
40145,non functional
1736,functional
65064,functional needs repair
28533,non functional
41262,functional
25069,functional needs repair
17548,functional
62569,non functional
53560,functional
7667,functional
8852,non functional
22823,functional
58677,functional
2849,functional
60992,functional
55240,functional
51498,non functional
17815,functional
62396,functional
35307,functional needs repair
6187,functional
8374,functional
71965,functional
48925,functional
53656,non functional
18178,functional
46414,non functional
41576,functional
66125,functional
34175,functional
34329,functional
22944,functional needs repair
54006,functional
43914,functional
70412,functional
56812,non functional
53489,functional
557,functional
56023,functional
15502,non functional
56819,non functional
1036,functional
28149,functional
36805,non functional
31586,functional
25085,functional
10500,non functional
63626,non functional
2689,functional
51459,non functional
22126,functional
1004,functional
71223,functional
11621,non functional
71401,non functional
31989,non functional
41242,non functional
55384,functional
25606,non functional
63142,functional
20792,non functional
67115,functional
7801,non functional
26035,functional
51331,functional
18257,non functional
55912,functional
36366,functional
34342,functional
14702,functional
36636,non functional
60,functional
34952,functional
16933,functional needs repair
10778,non functional
33302,non functional
50041,functional
21059,functional
58780,functional
23695,non functional
57026,non functional
73670,functional
43752,non functional
72431,functional
6659,functional
45086,non functional
24574,non functional
13439,non functional
49923,non functional
31291,functional
37254,non functional
70118,non functional
63274,functional
10557,non functional
35568,functional
14632,functional
65942,functional
35249,non functional
71196,functional
43722,non functional
23853,functional needs repair
14314,non functional
50263,non functional
18744,non functional
15183,functional
6559,functional
13041,functional
7375,functional
17755,functional
44422,non functional
61814,non functional
72968,functional
50625,functional
24890,non functional
14939,non functional
63640,non functional
73222,functional
63583,functional needs repair
58297,non functional
4594,functional
23987,functional needs repair
14561,non functional
38654,non functional
28337,non functional
60306,non functional
38772,functional
21092,functional needs repair
57757,non functional
37147,functional
50566,non functional
60917,functional needs repair
34981,non functional
5816,functional
57455,functional
59862,functional
25870,functional
19235,non functional
48825,non functional
28847,functional
19294,functional
1346,non functional
41250,non functional
23554,functional
36979,functional
72662,functional
66108,functional
49890,non functional
40397,functional
14285,functional
27836,non functional
150,functional
71075,non functional
12246,functional
31041,non functional
3919,functional
2610,functional
73407,functional
61986,non functional
72282,functional needs repair
23706,functional
65648,functional
29232,non functional
31618,functional needs repair
9452,functional
23654,functional
56918,non functional
45515,functional
38327,functional
42204,non functional
36176,non functional
61937,functional
47041,functional
60100,functional
14808,functional
14234,functional
25879,non functional
59153,functional
7101,functional
40909,functional
51964,non functional
33084,non functional
36965,functional
53798,non functional
69229,non functional
73992,functional needs repair
25824,functional
19592,functional
38260,functional
11474,non functional
39659,non functional
58118,functional
49770,non functional
57950,non functional
21342,functional
48658,non functional
32205,functional
18140,non functional
7909,non functional
52086,non functional
13708,non functional
2062,functional
54757,non functional
27153,non functional
31682,functional
4412,non functional
37617,functional
15329,non functional
27210,functional
23937,functional
61204,functional
40133,non functional
14548,functional
7327,functional
45733,non functional
40736,functional
74159,functional
2962,non functional
50035,functional
23242,functional
6868,non functional
73143,functional
37006,non functional
6682,functional
39116,non functional
74233,functional needs repair
38642,non functional
47197,functional
22389,non functional
3371,functional
50755,functional
30645,non functional
9386,non functional
38759,functional
4642,non functional
47641,non functional
20125,functional
48017,functional
6731,non functional
15682,functional
65108,non functional
14264,non functional
44364,functional
2013,non functional
71060,non functional
73844,non functional
72754,functional
48055,functional
17218,functional
63764,functional
54193,functional
39439,functional needs repair
35227,non functional
56319,non functional
12865,functional
3928,non functional
68261,non functional
54382,non functional
47841,non functional
21327,non functional
64639,functional
7710,functional
11479,functional
6052,functional
53695,non functional
15451,functional
69552,non functional
34024,non functional
58831,functional needs repair
45647,functional
5010,non functional
8598,non functional
53985,non functional
7532,non functional
53621,non functional
63561,functional
25305,functional
33780,non functional
65011,non functional
10758,functional
19318,functional
24581,non functional
72296,functional
7095,functional
58671,non functional
13912,non functional
8990,functional
59542,functional
25232,functional
29897,functional
2259,non functional
38511,functional
42994,functional
22142,functional
23608,non functional
56805,non functional
4625,functional
51166,functional
60433,functional
43255,functional
41422,non functional
52740,functional needs repair
18495,functional
20568,functional
10237,functional
10142,functional
40365,functional
72018,non functional
18833,functional
56481,functional
30070,non functional
10479,functional
22010,non functional
21865,functional
45502,non functional
42469,functional
22066,functional needs repair
18041,non functional
67661,functional
54965,functional
62590,functional
17676,non functional
36921,non functional
32237,non functional
6225,functional
67555,functional
30763,non functional
3595,functional
46836,functional
56052,functional
69568,functional
42347,functional
13005,non functional
17134,functional
4408,functional needs repair
28352,functional
31795,non functional
31333,non functional
63390,non functional
66587,functional
60791,non functional
51479,non functional
31661,non functional
54301,functional
58873,non functional
432,non functional
62416,non functional
8295,non functional
54806,functional
28532,functional
18977,functional
59730,non functional
45978,non functional
24583,functional
64846,non functional
7164,functional
30745,functional
21991,functional
19062,functional
69668,functional
18788,functional
44070,non functional
9057,functional
39180,non functional
51483,non functional
36847,functional
47441,functional
22402,functional needs repair
56707,non functional
62166,non functional
25931,functional
56945,functional
35658,functional
15888,non functional
22156,functional
43894,functional needs repair
25276,functional
32189,non functional
27271,non functional
73802,non functional
48897,functional
28091,non functional
21880,functional
23011,non functional
68607,functional
14125,non functional
58461,non functional
56435,functional
47448,non functional
48051,non functional
40580,non functional
41561,functional
5167,functional
2678,functional
65518,non functional
70280,functional needs repair
860,functional
68508,non functional
73836,functional
64222,functional
55276,functional
57562,functional
73531,functional
54424,functional
58137,functional
59099,functional
39418,non functional
64559,functional
31860,functional
69823,non functional
54043,non functional
31684,functional
59804,non functional
19754,non functional
21464,non functional
25967,non functional
42341,functional
16992,functional
4400,functional
17596,functional
1140,functional
21210,functional
53862,functional
55065,functional
41237,functional
53065,non functional
2032,functional
39826,functional
1753,functional
27257,non functional
27221,non functional
8268,functional
45357,non functional
61291,non functional
48383,non functional
10847,non functional
48908,functional needs repair
42478,functional
72611,non functional
2057,functional
23119,functional
42414,functional
27428,non functional
21040,non functional
852,non functional
4120,non functional
18063,functional
36251,functional
58251,functional
73707,non functional
52253,functional
25936,functional
59068,functional
10287,functional
46803,non functional
62384,functional
63013,non functional
34410,functional
31691,non functional
16235,non functional
42399,functional
32240,non functional
35647,non functional
2435,functional
15729,non functional
544,non functional
9982,non functional
22158,functional
33108,non functional
55980,functional
36927,functional
56222,functional
73182,non functional
29981,functional
31439,functional
70754,non functional
53968,functional needs repair
27884,non functional
22056,non functional
58021,non functional
5179,non functional
25129,non functional
69526,functional
1980,functional
4326,functional
28614,functional
7904,non functional
3624,non functional
25864,functional
68918,non functional
72930,non functional
28197,non functional
2487,functional
61341,non functional
27657,functional
64390,functional
12294,functional
70457,functional
61883,functional
48552,non functional
42710,functional
41856,functional needs repair
65145,functional
37218,non functional
22710,functional needs repair
71742,non functional
6902,functional
58097,functional
49149,non functional
46495,functional
39625,functional
42423,functional
73799,functional
52266,functional
33884,functional
37100,non functional
39651,functional
18256,functional
40721,non functional
37597,functional
18891,functional
73862,non functional
62725,functional
50008,functional
24746,non functional
70237,functional
43819,functional
33021,non functional
73636,non functional
53152,functional
40302,functional
31921,non functional
3637,functional
34979,functional
71046,non functional
6531,functional
33966,non functional
16126,non functional
73687,functional
21655,non functional
6243,non functional
30058,functional
53282,non functional
30281,functional
3126,functional
32870,functional needs repair
31997,functional
55639,non functional
68296,non functional
29650,functional
68506,functional
42018,non functional
4842,functional
5554,functional
14462,non functional
59927,non functional
43395,functional
62510,non functional
66225,non functional
52560,functional
25683,non functional
72190,functional
71803,functional
