id,status_group
21306,non functional
37304,non functional
5079,functional
37855,functional
59109,functional
11587,functional
47400,functional
74070,functional
32107,functional
45795,functional
70694,functional
35411,functional
20284,functional
56175,non functional
5442,functional needs repair
29924,non functional
31797,functional
47023,non functional
54325,functional needs repair
32150,non functional
40129,functional
65931,functional
32742,non functional
41739,functional
12365,functional
61384,non functional
4531,non functional
44362,functional
20236,non functional
24630,functional
7053,non functional
70979,functional
4321,functional
36198,non functional
61067,functional
19860,non functional
29707,non functional
71750,functional
21898,functional needs repair
36095,functional needs repair
26905,functional
19511,functional
12642,non functional
29581,functional
33523,non functional
2822,non functional
71105,functional
16833,functional
13280,functional
22053,non functional
61480,functional
15238,functional
49313,functional
49489,functional
50465,non functional
36808,functional needs repair
46766,non functional
12156,functional
17051,non functional
4817,functional
48198,functional needs repair
33816,functional
26637,functional
49669,functional
71141,functional
55978,functional
12846,non functional
2958,functional
38553,functional
52894,non functional
24941,functional
36412,functional
45769,non functional
2476,functional needs repair
64737,functional
4754,non functional
65313,non functional
55506,functional
22206,functional
33551,functional
16157,non functional
66801,functional
27897,functional needs repair
72391,functional
8989,functional
28662,functional
45678,functional
14882,functional
33088,non functional
63719,functional
15206,non functional
34108,functional
52478,non functional
53147,non functional
5981,functional needs repair
57981,functional
51218,functional
51285,functional
67406,non functional
54934,functional
33539,non functional
11214,functional
64542,functional
49557,functional
3939,functional
44676,functional
58124,functional
64917,functional
13661,functional
35423,functional
18192,functional
33627,functional
70931,non functional
17271,functional
36090,non functional
21638,functional
3523,functional
61144,functional
68169,non functional
17155,functional
49276,functional
6620,functional
26725,functional
24599,functional
32072,non functional
53671,functional
73143,functional
14909,functional
12408,functional
39866,functional
65835,non functional
39076,functional
15341,non functional
72537,functional
37151,functional
62871,functional
4139,non functional
46102,functional
46590,non functional
25223,functional
9781,non functional
54006,functional
2514,non functional
31803,non functional
51626,functional
36100,functional
31511,functional
41002,functional
2895,functional
68006,functional
43816,functional
17249,non functional
56516,non functional
9582,functional
45307,non functional
10921,non functional
72263,functional
34138,functional
44548,functional
10149,non functional
6858,functional needs repair
6235,non functional
57897,functional
32152,non functional
51643,functional
65377,functional
54125,functional
13756,functional
31933,functional
72215,functional
18243,non functional
64981,functional
16952,functional
55941,functional
37455,non functional
31242,functional
23184,functional
60207,functional
67384,non functional
13185,non functional
31774,non functional
3256,functional needs repair
47017,non functional
33578,functional
28327,non functional
64543,functional
19068,non functional
57667,functional
60393,functional
2817,non functional
6422,functional
45249,functional
15038,functional
68521,non functional
20274,functional
27735,non functional
61402,non functional
72411,functional
1734,non functional
11820,non functional
8630,functional
37060,functional
58779,non functional
72973,non functional
58324,non functional
505,functional
72655,functional needs repair
54879,non functional
68735,functional
33328,functional
1839,functional
52069,non functional
60539,functional
58542,functional
45741,functional
17278,non functional
5642,functional
8506,functional needs repair
57400,functional
33858,non functional
20999,non functional
73543,functional needs repair
25615,functional
52379,functional
31055,functional needs repair
37941,functional
22491,functional
8466,functional needs repair
46622,functional
55461,functional
20585,non functional
64900,functional
47350,functional
49974,non functional
9541,functional
4713,functional needs repair
29781,functional needs repair
11256,non functional
68589,functional needs repair
22973,functional
62332,functional
40965,non functional
6217,non functional
39445,functional needs repair
47149,non functional
62781,functional
193,non functional
42878,functional
6571,functional
42341,functional
52079,functional
53932,functional
9527,functional
22519,non functional
18966,functional
27048,functional
68626,functional
30293,non functional
73137,functional needs repair
24415,non functional
63301,non functional
37465,functional
22,functional
63127,functional
70609,functional
50012,functional
52536,non functional
48170,functional
30764,functional
9916,functional
5600,functional
15799,functional needs repair
9638,non functional
6280,functional
59564,non functional
73113,non functional
47353,non functional
52454,non functional
43691,functional
53344,functional
62397,functional
40704,non functional
41507,non functional
17727,non functional
72645,non functional
22133,non functional
64807,non functional
69081,functional
65479,functional
47763,functional
60707,non functional
11975,non functional
59852,functional
8705,functional
15649,functional
38483,functional
19772,non functional
17756,non functional
59474,non functional
12123,non functional
73779,functional
4791,functional
10690,functional
53914,non functional
36062,non functional
28810,functional
5272,non functional
370,functional
274,non functional
73059,functional
40111,functional
31044,non functional
14395,functional
20425,functional
10633,non functional
61812,functional
9951,functional
53782,functional
10420,non functional
5783,functional
66619,non functional
36628,functional
19177,functional
1779,functional
14436,functional
67112,non functional
197,functional
66580,functional
43605,non functional
42712,non functional
25753,functional
58216,functional needs repair
50001,non functional
5058,functional
63811,functional needs repair
26202,functional
17700,functional needs repair
5509,non functional
62728,functional needs repair
1537,non functional
61992,non functional
66764,non functional
40445,functional
33302,non functional
50518,functional
72246,functional
39738,functional
63799,non functional
57765,functional
7218,functional
9754,functional
40302,functional
2788,non functional
13022,non functional
18734,functional
46749,non functional
65030,functional
63346,functional needs repair
67550,functional
24789,functional
2750,non functional
59495,non functional
63023,non functional
11473,functional
47025,functional
29049,non functional
47320,functional
68839,non functional
10233,non functional
74025,functional
18584,functional needs repair
40448,non functional
31220,non functional
63213,functional
61828,functional needs repair
26515,functional
35653,non functional
43900,functional
60092,non functional
71081,non functional
26391,functional
50532,functional
53863,non functional
25177,non functional
19042,functional
51181,functional
19811,non functional
23895,functional
27554,functional
18083,functional needs repair
68744,functional needs repair
48608,functional
71122,functional
70586,functional
30224,functional
21141,functional
55467,non functional
43290,functional
62362,functional
16245,non functional
24082,functional needs repair
19452,non functional
18514,functional
34,non functional
64149,functional
59258,non functional
59811,functional
8925,functional
3002,non functional
62505,non functional
69233,functional
46671,non functional
64213,non functional
73398,non functional
39081,non functional
49409,non functional
38831,functional
24520,functional
5005,functional needs repair
39716,functional needs repair
65660,functional
29340,functional
62995,functional
37905,functional
41178,functional
56710,non functional
52528,non functional
70263,non functional
22143,functional needs repair
51184,functional
15642,functional
49146,non functional
5317,non functional
35279,non functional
62031,functional
30834,non functional
30625,functional
6342,non functional
48214,functional
28413,non functional
6766,non functional
45301,functional
4868,functional
59317,non functional
42353,functional
38588,functional needs repair
1063,non functional
4778,functional
43321,non functional
61626,non functional
22162,functional
16529,non functional
10118,functional
5500,functional needs repair
5459,functional needs repair
67397,non functional
64408,functional
39893,functional
62068,functional
22597,functional
432,non functional
3723,non functional
70905,non functional
21904,non functional
21968,non functional
68229,functional needs repair
70119,non functional
25713,functional
24361,functional
31561,functional
72512,functional
33345,non functional
33052,non functional
53731,non functional
57924,non functional
61248,functional
64494,non functional
14693,functional
13743,non functional
9859,non functional
11168,functional
58356,functional
1326,non functional
27506,functional
43120,functional needs repair
56586,non functional
4359,functional needs repair
10036,functional
28991,non functional
35673,functional
41556,non functional
53642,functional
18161,non functional
49431,functional
60440,non functional
48749,non functional
16341,functional
73940,functional
11307,functional
67805,functional
63205,functional
14765,functional
11655,functional
4133,non functional
43105,non functional
67810,non functional
1050,non functional
21996,functional
46799,non functional
32776,functional
71958,non functional
27221,non functional
4798,functional
42885,functional
28463,functional
61045,functional
71440,non functional
27146,non functional
41402,non functional
30684,non functional
1355,functional
60596,non functional
55687,non functional
26343,functional
2251,functional
14100,non functional
40996,functional
50627,functional needs repair
50045,functional needs repair
40315,functional
54228,non functional
15715,functional
17556,non functional
14504,functional
46106,functional
1911,functional needs repair
14617,functional
67433,functional
24874,functional
57723,non functional
64358,functional
62607,functional
40519,non functional
22531,non functional
26381,functional
32181,functional
8748,functional
63499,functional needs repair
59863,functional
26868,functional
67663,non functional
50197,functional
42637,functional
10030,functional
51972,functional
19436,non functional
42417,non functional
30954,non functional
43969,functional
57890,functional
66267,functional
41503,non functional
5356,functional needs repair
65509,non functional
44311,non functional
60848,functional
72575,functional
63566,functional
25638,functional
144,non functional
68605,non functional
3110,non functional
44444,non functional
64575,functional
9447,non functional
67917,functional
55088,functional
71398,non functional
1825,functional
19399,non functional
57797,functional
50999,functional
26721,non functional
994,functional
25925,non functional
12430,functional
63623,non functional
60957,non functional
60260,non functional
14575,functional needs repair
59925,functional
57370,functional
52401,functional
31543,functional needs repair
10336,functional
53538,functional
7722,non functional
43630,functional
18099,non functional
62097,functional
2239,non functional
62483,functional
19674,functional
59818,non functional
7542,functional
49942,functional needs repair
59413,functional
37442,functional
40425,functional
57991,functional
30858,functional needs repair
53266,non functional
7503,functional needs repair
19310,non functional
